Habitat,DEM,sDEM,hDEM,DSM,CHM,Aspect,Slope,Curvature,PlanCurv,ProfileCurv,NDVI,NDRE,NDWI,x,y,Wetland
1.0,17.317676544189453,17.149921417236328,17.379714965820312,18.378767013549805,1.0610904693603516,277.32196044921875,30.997724533081055,-289.4486389160156,-179.9095001220703,109.53913116455078,0.7968946099281311,0.13924084603786469,-0.6528136134147644,688670.4136368267,22560.138854829827,1
3.0,15.79590892791748,15.785975456237793,16.319581985473633,18.00804328918457,2.21213436126709,68.8466796875,14.624083518981934,-193.37017822265625,-100.7774658203125,92.59271240234375,0.7505332231521606,0.13915888965129852,-0.5808951258659363,688862.3636204047,22544.84287583735,1
3.0,15.881450653076172,16.165803909301758,16.319581985473633,17.426849365234375,1.5453987121582031,31.218557357788086,36.537628173828125,-344.28173828125,-147.58213806152344,196.6995849609375,0.7720629572868347,0.15220975875854492,-0.5931002497673035,688862.3636204047,22544.542954680634,1
2.0,16.2359561920166,16.43549346923828,16.319581985473633,16.235246658325195,-0.00070953369140625,255.47528076171875,2.51660418510437,-57.769351959228516,-2.453442096710205,55.31591033935547,0.4077397882938385,0.0977780818939209,-0.4320119023323059,688752.592223546,22538.544531546326,0
1.0,16.886436462402344,17.05371856689453,16.886436462402344,16.886436462402344,0.0,79.3083267211914,7.782479763031006,110.96318817138672,28.57772445678711,-82.38545989990234,0.7233501672744751,0.13735246658325195,-0.6052873134613037,688668.014262032,22517.25012941954,1
2.0,16.128570556640625,16.369550704956055,16.319581985473633,16.760332107543945,0.0,175.42311096191406,2.5205626487731934,-15.059576988220215,9.307745933532715,24.36732292175293,0.534697949886322,0.24130256474018097,-0.45736417174339294,688734.2969907363,22504.953361994212,0
3.0,15.682283401489258,15.586146354675293,16.319581985473633,18.289875030517578,1.0276918411254883,40.126258850097656,20.45004653930664,-29.773712158203125,-8.3065767288208,21.467134475708008,0.7578228116035461,0.1281975358724594,-0.6206977963447571,688996.42868706,22501.95415042706,1
3.0,16.020187377929688,15.87999439239502,16.319581985473633,18.405729293823242,2.118166923522949,223.90249633789062,12.910573959350586,59.898162841796875,19.591217041015625,-40.30694580078125,0.8355207443237305,0.22104234993457794,-0.5936822295188904,688825.7731547852,22489.657383001733,1
2.0,15.879562377929688,15.693761825561523,16.319581985473633,15.879562377929688,0.0,294.775146484375,0.6076003909111023,-24.020936965942383,-16.712331771850586,7.3086042404174805,0.5310895442962646,0.12876179814338684,-0.5582370162010193,688959.8382214404,22483.658959867425,0
1.0,17.03424644470215,17.486249923706055,17.169404983520508,27.580625534057617,13.272436141967773,242.526611328125,14.382779121398926,-477.37969970703125,-156.66329956054688,320.7164001464844,0.6994113922119141,0.16213087737560272,-0.6116205453872681,688645.2202014821,22467.163296248087,1
1.0,17.174585342407227,17.335182189941406,17.174585342407227,27.474275588989258,11.806943893432617,209.65016174316406,19.21062660217285,284.9176330566406,320.2354431152344,35.31781768798828,0.7714262008666992,0.123829185962677,-0.5887302756309509,688652.4183258662,22459.06542501677,1
