,GRID_ID,Truth,Output
2430,BQ-27,1,1
2431,BQ-36,1,1
2432,BQ-37,1,1
2433,BQ-40,1,1
2434,BQ-41,0,1
2435,BQ-46,0,0
2436,BQ-5,1,1
2437,BQ-54,0,0
2438,BQ-66,0,1
2439,BQ-7,1,1
2440,BQ-8,1,1
2441,BR-13,1,1
2442,BR-18,1,1
2443,BR-26,1,1
2444,BR-3,1,1
2445,BR-38,1,1
2446,BR-39,1,1
2447,BR-41,0,1
2448,BR-42,0,1
2449,BR-50,0,1
2450,BR-59,0,0
2451,BR-6,1,1
2452,BR-60,0,0
2453,BR-65,0,1
2454,BR-8,1,1
2455,BS-10,1,1
2456,BS-20,1,1
2457,BS-21,1,1
2458,BS-23,1,1
2459,BS-24,1,1
2460,BS-26,1,1
2461,BS-33,1,1
2462,BS-34,1,1
2463,BS-43,0,1
2464,BS-44,0,0
2465,BS-61,0,0
2466,BS-63,0,1
2467,BS-66,0,0
2468,BS-9,1,1
2469,BT-16,1,1
2470,BT-17,1,1
2471,BT-28,1,1
2472,BT-31,1,1
2473,BT-39,1,1
2474,BT-5,1,1
2475,BT-51,0,1
2476,BT-58,0,0
2477,BT-62,0,0
2478,BT-65,0,0
2479,BU-13,1,1
2480,BU-16,1,1
2481,BU-2,1,1
2482,BU-25,1,1
2483,BU-27,1,1
2484,BU-28,1,1
2485,BU-31,1,1
2486,BU-35,1,1
2487,BU-36,1,1
2488,BU-39,0,1
2489,BU-41,0,1
2490,BU-47,0,0
2491,BU-52,0,1
2492,BU-57,0,0
2493,BV-11,1,1
2494,BV-15,1,1
2495,BV-3,1,1
2496,BV-39,0,1
2497,BV-43,0,1
2498,BV-44,0,1
2499,BV-45,0,0
2500,BV-54,0,1
2501,BV-58,0,0
2502,BV-59,0,0
2503,BV-60,0,0
2504,BV-7,1,1
2505,BW-22,1,1
2506,BW-24,1,1
2507,BW-29,1,1
2508,BW-32,1,1
2509,BW-35,1,1
2510,BW-38,0,1
2511,BW-40,0,1
2512,BW-42,0,1
2513,BW-49,0,1
2514,BW-9,1,1
2515,BX-11,1,1
2516,BX-17,1,1
2517,BX-19,1,1
2518,BX-25,1,1
2519,BX-27,1,1
2520,BX-28,1,1
2521,BX-36,1,1
2522,BX-39,0,1
2523,BX-43,0,1
2524,BX-45,0,1
2525,BX-46,0,1
2526,BX-5,1,1
2527,BX-56,0,1
2528,BX-7,1,1
2529,BY-20,1,1
2530,BY-23,1,1
2531,BY-26,1,1
2532,BY-36,0,1
2533,BY-4,1,1
2534,BY-41,0,1
2535,BY-45,0,1
2536,BY-49,0,1
2537,BY-51,0,1
2538,BY-52,1,1
2539,BY-58,0,1
2540,BY-65,0,0
2541,BY-66,0,0
2542,BY-7,1,1
2543,BY-8,1,1
2544,BZ-12,1,1
2545,BZ-15,1,1
2546,BZ-26,1,1
2547,BZ-34,1,1
2548,BZ-38,0,1
2549,BZ-41,0,1
2550,BZ-42,0,1
2551,BZ-46,0,1
2552,BZ-51,0,1
2553,BZ-57,0,1
2554,BZ-63,0,0
2555,BZ-66,0,0
2556,C-12,0,1
2557,C-14,0,1
2558,C-20,0,0
2559,C-29,0,1
2560,C-36,1,1
2561,C-39,1,1
2562,C-41,1,1
2563,C-46,1,1
2564,C-5,0,0
2565,C-51,1,1
2566,C-57,1,1
2567,C-66,0,1
2568,C-69,0,0
2569,C-70,0,0
2570,C-73,0,0
2571,C-87,1,1
2572,C-90,1,1
2573,CA-15,1,1
2574,CA-17,1,1
2575,CA-18,1,1
2576,CA-19,1,1
2577,CA-23,1,1
2578,CA-28,1,1
2579,CA-30,1,1
2580,CA-32,1,1
2581,CA-36,0,1
2582,CA-38,0,1
2583,CA-4,1,1
2584,CA-5,1,1
2585,CA-50,0,1
2586,CA-52,1,1
2587,CA-55,0,1
2588,CA-58,0,1
2589,CA-6,1,1
2590,CA-66,0,0
2591,CB-12,1,1
2592,CB-14,1,1
2593,CB-20,1,1
2594,CB-21,1,1
2595,CB-22,1,1
2596,CB-29,1,1
2597,CB-33,1,1
2598,CB-41,0,1
2599,CB-50,1,1
2600,CB-51,1,1
2601,CB-7,1,1
2602,CB-8,1,1
2603,CC-12,1,1
2604,CC-21,1,1
2605,CC-22,1,1
2606,CC-23,1,1
2607,CC-24,1,1
2608,CC-26,1,1
2609,CC-28,1,1
2610,CC-29,1,1
2611,CC-3,1,1
2612,CC-30,1,1
2613,CC-31,1,1
2614,CC-33,1,1
2615,CC-56,1,1
2616,CC-60,0,1
2617,CC-61,0,0
2618,CC-62,0,1
2619,CD-16,1,1
2620,CD-18,1,1
2621,CD-19,1,1
2622,CD-20,1,1
2623,CD-21,1,1
2624,CD-30,1,1
2625,CD-32,1,1
2626,CD-33,1,1
2627,CD-40,0,1
2628,CD-44,1,1
2629,CD-50,1,1
2630,CD-52,1,1
2631,CD-53,1,1
2632,CD-56,1,1
2633,CD-64,0,1
2634,CD-65,0,1
2635,CE-15,1,1
2636,CE-17,1,1
2637,CE-33,1,1
2638,CE-34,0,1
2639,CE-35,0,1
2640,CE-5,1,1
2641,CE-54,1,1
2642,CE-56,1,1
2643,CE-59,0,1
2644,CE-7,1,1
2645,CE-8,1,1
2646,CF-13,1,1
2647,CF-16,1,1
2648,CF-19,1,1
2649,CF-24,1,1
2650,CF-27,1,1
2651,CF-3,1,1
2652,CF-30,1,1
2653,CF-34,0,1
2654,CF-37,0,1
2655,CF-4,1,1
2656,CF-41,1,1
2657,CF-45,1,1
2658,CF-47,1,1
2659,CF-55,1,1
2660,CF-61,0,1
2661,CF-62,0,1
2662,CG-13,1,1
2663,CG-2,1,1
2664,CG-22,1,1
2665,CG-33,1,1
2666,CG-38,0,1
2667,CG-46,1,1
2668,CG-50,1,1
2669,CG-57,0,1
2670,CG-59,1,1
2671,CG-64,0,1
2672,CG-65,0,1
2673,CG-8,1,1
2674,CH-12,1,1
2675,CH-13,1,1
2676,CH-16,1,1
2677,CH-18,1,1
2678,CH-25,1,1
2679,CH-29,1,1
2680,CH-33,1,1
2681,CH-36,0,1
2682,CH-43,1,1
2683,CH-44,1,1
2684,CH-50,1,1
2685,CH-52,1,1
2686,CH-57,0,1
2687,CH-64,0,1
2688,CH-8,1,1
2689,CI-11,1,1
2690,CI-12,1,1
2691,CI-21,1,1
2692,CI-32,1,1
2693,CI-37,0,1
2694,CI-40,1,1
2695,CI-46,1,1
2696,CI-49,1,1
2697,CI-53,1,1
2698,CI-56,0,1
2699,CI-61,0,1
2700,CJ-12,1,1
2701,CJ-14,1,1
2702,CJ-29,1,1
2703,CJ-33,1,1
2704,CJ-34,1,1
2705,CJ-38,1,1
2706,CJ-39,1,1
2707,CJ-44,1,1
2708,CJ-52,1,1
2709,CJ-64,0,1
2710,CK-14,1,1
2711,CK-17,1,1
2712,CK-24,1,1
2713,CK-33,1,1
2714,CK-39,1,1
2715,CK-49,1,1
2716,CK-55,0,1
2717,CK-59,0,1
2718,CK-6,1,1
2719,CK-62,0,1
2720,CL-10,1,1
2721,CL-16,1,1
2722,CL-21,1,1
2723,CL-25,1,1
2724,CL-33,1,1
2725,CL-37,1,1
2726,CL-38,1,1
2727,CL-40,1,1
2728,CL-5,1,1
2729,CL-52,1,1
2730,CL-6,1,1
2731,CL-61,0,1
2732,CM-11,1,1
2733,CM-16,1,1
2734,CM-23,1,1
2735,CM-24,1,1
2736,CM-26,1,1
2737,CM-3,1,1
2738,CM-36,1,1
2739,CM-37,1,1
2740,CM-41,1,1
2741,CM-42,1,1
2742,CM-51,1,1
2743,CM-52,1,1
2744,CM-55,0,1
2745,CM-58,0,1
2746,CM-9,1,1
2747,CN-10,1,1
2748,CN-19,1,1
2749,CN-23,1,1
2750,CN-27,1,1
2751,CN-32,1,1
2752,CN-36,1,1
2753,CN-4,1,1
2754,CN-47,1,1
2755,CN-48,1,1
2756,CN-54,1,1
2757,CN-63,0,1
2758,CO-11,1,1
2759,CO-16,1,1
2760,CO-19,1,1
2761,CO-2,1,1
2762,CO-25,1,1
2763,CO-29,1,1
2764,CO-30,1,1
2765,CO-31,1,1
2766,CO-36,1,1
2767,CO-4,1,1
2768,CO-41,1,1
2769,CO-45,1,1
2770,CO-49,1,1
2771,CO-51,1,1
2772,CO-60,0,1
2773,CO-62,0,1
2774,CO-7,1,1
2775,CO-9,1,1
2776,CP-11,1,1
2777,CP-23,1,1
2778,CP-26,1,1
2779,CP-29,1,1
2780,CP-30,1,1
2781,CP-31,1,1
2782,CP-32,1,1
2783,CP-33,1,1
2784,CP-42,1,1
2785,CP-48,1,1
2786,CP-52,1,1
2787,CP-53,1,1
2788,CP-61,0,1
2789,CP-65,0,1
2790,CP-8,1,1
2791,CQ-15,1,1
2792,CQ-21,1,1
2793,CQ-26,1,1
2794,CQ-41,1,1
2795,CQ-44,1,1
2796,CQ-47,1,1
2797,CQ-56,0,1
2798,CR-10,1,1
2799,CR-12,1,1
2800,CR-34,1,1
2801,CR-35,1,1
2802,CR-36,1,1
2803,CR-4,1,1
2804,CR-41,1,1
2805,CR-43,1,1
2806,CR-58,0,1
2807,CR-59,0,1
2808,CR-8,1,1
2809,CR-9,1,1
2810,CS-12,1,1
2811,CS-15,1,1
2812,CS-2,1,1
2813,CS-20,1,1
2814,CS-24,1,1
2815,CS-26,1,1
2816,CS-34,1,1
2817,CS-37,1,1
2818,CS-39,1,1
2819,CS-40,1,1
2820,CS-56,0,1
2821,CS-63,0,1
2822,CS-64,0,1
2823,CS-66,0,1
2824,CT-16,1,1
2825,CT-20,1,1
2826,CT-21,1,1
2827,CT-22,1,1
2828,CT-3,1,1
2829,CT-31,1,1
2830,CT-32,1,1
2831,CT-33,1,1
2832,CT-37,1,1
2833,CT-4,1,1
2834,CT-43,1,1
2835,CT-44,1,1
2836,CT-48,1,1
2837,CT-5,1,1
2838,CT-57,0,1
2839,CT-64,0,1
2840,CT-7,1,1
2841,CU-11,1,1
2842,CU-13,1,1
2843,CU-15,1,1
2844,CU-19,1,1
2845,CU-22,1,1
2846,CU-38,1,1
2847,CU-48,1,1
2848,CU-49,0,1
2849,CU-57,0,1
2850,CU-6,1,1
2851,CU-62,0,1
2852,CU-65,0,1
2853,CV-18,1,1
2854,CV-28,1,1
2855,CV-30,1,1
2856,CV-34,1,1
2857,CV-36,1,1
2858,CV-50,0,1
2859,CV-64,0,1
2860,CV-65,0,1
2861,CW-14,1,1
2862,CW-19,1,1
2863,CW-2,1,1
2864,CW-21,1,1
2865,CW-25,1,1
2866,CW-3,1,1
2867,CW-31,1,1
2868,CW-4,1,1
2869,CW-48,1,1
2870,CW-49,0,1
2871,CW-64,0,1
2872,CW-8,1,1
2873,CX-13,1,1
2874,CX-19,1,1
2875,CX-21,1,1
2876,CX-28,1,1
2877,CX-29,1,1
2878,CX-38,1,1
2879,CX-42,1,1
2880,CX-45,1,1
2881,CX-46,1,1
2882,CX-58,0,1
2883,CX-6,1,1
2884,CY-16,1,1
2885,CY-17,1,1
2886,CY-2,1,1
2887,CY-31,1,1
2888,CY-37,1,1
2889,CY-39,1,1
2890,CY-42,1,1
2891,CY-47,1,1
2892,CY-5,1,1
2893,CY-52,0,1
2894,CY-53,0,1
2895,CY-58,0,1
2896,CY-6,1,1
2897,CY-64,1,1
2898,CZ-11,1,1
2899,CZ-23,1,1
2900,CZ-28,1,1
2901,CZ-29,1,1
2902,CZ-3,1,1
2903,CZ-30,1,1
2904,CZ-32,1,1
2905,CZ-33,1,1
2906,CZ-34,1,1
2907,CZ-37,1,1
2908,CZ-45,1,1
2909,CZ-52,0,1
2910,CZ-60,1,1
2911,CZ-62,1,1
2912,D-11,0,0
2913,D-16,0,0
2914,D-2,0,0
2915,D-23,0,0
2916,D-26,0,0
2917,D-34,1,1
2918,D-46,1,1
2919,D-51,1,1
2920,D-54,1,1
2921,D-58,1,1
2922,D-73,0,0
2923,D-74,0,0
2924,D-76,0,1
2925,D-82,1,1
2926,D-87,1,1
2927,D-93,1,1
2928,D-94,1,1
2929,DA-11,1,1
2930,DA-16,1,1
2931,DA-17,1,1
2932,DA-18,1,1
2933,DA-21,1,1
2934,DA-27,1,1
2935,DA-28,1,1
2936,DA-31,1,1
2937,DA-34,1,1
2938,DA-39,1,1
2939,DA-46,1,1
2940,DA-5,1,1
2941,DA-50,1,1
2942,DA-51,1,1
2943,DA-57,1,1
2944,DA-59,1,1
2945,DA-60,1,1
2946,DB-10,1,1
2947,DB-15,1,1
2948,DB-18,1,1
2949,DB-24,1,1
2950,DB-29,1,1
2951,DB-3,1,1
2952,DB-31,1,1
2953,DB-33,1,1
2954,DB-34,1,1
2955,DB-35,1,1
2956,DB-4,1,1
2957,DB-40,1,1
2958,DB-46,1,1
2959,DB-49,1,1
2960,DB-5,1,1
2961,DB-52,1,1
2962,DB-54,1,1
2963,DB-55,1,1
2964,DB-59,1,1
2965,DB-66,1,1
2966,DC-12,1,1
2967,DC-16,1,1
2968,DC-22,1,1
2969,DC-24,1,1
2970,DC-30,1,1
2971,DC-37,1,1
2972,DC-41,1,1
2973,DC-51,1,1
2974,DC-55,1,1
2975,DC-57,1,1
2976,DD-11,1,1
2977,DD-19,1,1
2978,DD-28,1,1
2979,DD-38,1,1
2980,DD-4,1,1
2981,DD-45,1,1
2982,DD-48,1,1
2983,DD-51,1,1
2984,DD-56,1,1
2985,DE-22,1,1
2986,DE-27,1,1
2987,DE-3,1,1
2988,DE-30,1,1
2989,DE-37,1,1
2990,DE-38,1,1
2991,DE-46,1,1
2992,DE-47,1,1
2993,DE-48,1,1
2994,DE-55,1,1
2995,DE-56,1,1
2996,DE-65,1,1
2997,DE-8,1,1
2998,DF-15,1,1
2999,DF-21,1,1
3000,DF-24,1,1
3001,DF-25,1,1
3002,DF-27,1,1
3003,DF-32,1,1
3004,DF-34,1,1
3005,DF-4,1,1
3006,DF-44,1,1
3007,DF-46,1,1
3008,DF-51,1,1
3009,DF-54,1,1
3010,DF-65,1,1
3011,DG-23,1,1
3012,DG-28,1,1
3013,DG-4,1,1
3014,DG-41,1,1
3015,DG-48,1,0
3016,DG-53,1,1
3017,DG-55,1,1
3018,DG-56,1,1
3019,DG-6,1,1
3020,DG-7,1,1
3021,DG-8,1,1
3022,DG-9,1,1
3023,E-17,0,0
3024,E-30,0,1
3025,E-38,1,1
3026,E-60,1,1
3027,E-63,1,1
3028,E-65,0,1
3029,E-73,0,0
3030,E-92,1,1
3031,E-93,1,1
3032,E-97,1,1
3033,F-2,0,0
3034,F-27,0,0
3035,F-28,0,1
3036,F-30,0,1
3037,F-38,1,1
3038,F-43,1,1
3039,F-44,1,1
3040,F-45,1,1
3041,F-46,1,1
3042,F-52,1,1
3043,F-56,1,1
3044,F-61,0,1
3045,F-65,0,1
3046,F-66,0,0
3047,F-8,0,0
3048,F-88,1,1
3049,F-96,1,1
3050,G-11,0,0
3051,G-19,0,0
3052,G-20,0,0
3053,G-24,0,0
3054,G-29,0,1
3055,G-3,0,0
3056,G-31,0,1
3057,G-36,1,1
3058,G-37,1,1
3059,G-49,1,1
3060,G-57,1,1
3061,G-60,0,1
3062,G-7,0,0
3063,G-70,0,0
3064,G-72,0,0
3065,G-87,1,1
3066,G-89,1,1
3067,G-96,1,1
3068,G-98,1,1
3069,H-16,0,0
3070,H-27,0,1
3071,H-28,0,1
3072,H-30,0,1
3073,H-34,1,1
3074,H-38,1,1
3075,H-53,1,1
3076,H-54,1,1
3077,H-55,1,1
3078,H-58,1,1
3079,H-59,0,1
3080,H-64,0,0
3081,H-65,0,0
3082,H-75,0,0
3083,H-8,0,0
3084,H-89,1,1
3085,I-14,0,0
3086,I-34,1,1
3087,I-35,1,1
3088,I-36,1,1
3089,I-44,1,1
3090,I-48,1,1
3091,I-49,1,1
3092,I-57,0,1
3093,I-59,0,1
3094,I-62,0,0
3095,I-65,0,0
3096,I-77,1,1
3097,I-81,1,1
3098,I-94,1,1
3099,I-97,1,1
3100,J-23,0,0
3101,J-34,1,1
3102,J-42,1,1
3103,J-47,1,1
3104,J-48,1,1
3105,J-52,1,1
3106,J-55,1,1
3107,J-57,0,1
3108,J-58,0,1
3109,J-59,0,1
3110,J-60,0,1
3111,J-63,0,0
3112,J-70,0,0
3113,J-72,0,0
3114,J-74,0,1
3115,J-75,0,1
3116,J-81,1,1
3117,J-82,1,1
3118,J-9,0,0
3119,J-91,1,1
3120,J-94,1,1
3121,J-99,1,1
3122,K-10,0,0
3123,K-12,0,0
3124,K-14,0,0
3125,K-16,0,0
3126,K-22,0,0
3127,K-24,0,0
3128,K-26,0,1
3129,K-31,0,1
3130,K-35,1,1
3131,K-50,1,1
3132,K-63,0,0
3133,K-66,0,0
3134,K-7,0,0
3135,K-72,0,0
3136,K-74,0,1
3137,K-82,1,1
3138,K-88,1,1
3139,K-94,1,1
3140,L-10,0,0
3141,L-12,0,0
3142,L-14,0,0
3143,L-17,0,0
3144,L-19,0,0
3145,L-20,0,0
3146,L-21,0,0
3147,L-22,0,0
3148,L-26,0,1
3149,L-35,1,1
3150,L-61,0,0
3151,L-71,0,0
3152,L-79,1,1
3153,L-87,1,1
3154,L-91,1,1
3155,L-92,1,1
3156,M-22,0,0
3157,M-29,0,1
3158,M-36,1,1
3159,M-37,1,1
3160,M-38,1,1
3161,M-39,1,1
3162,M-4,0,0
3163,M-43,1,1
3164,M-48,1,1
3165,M-5,0,0
3166,M-56,0,1
3167,M-57,0,0
3168,M-59,0,0
3169,M-63,0,0
3170,M-75,0,1
3171,M-85,1,1
3172,M-94,1,1
3173,M-98,1,1
3174,N-11,0,0
3175,N-13,0,0
3176,N-14,0,0
3177,N-18,0,0
3178,N-2,0,0
3179,N-22,0,0
3180,N-32,1,1
3181,N-37,1,1
3182,N-41,1,1
3183,N-42,1,1
3184,N-44,1,1
3185,N-46,1,1
3186,N-47,1,1
3187,N-49,1,1
3188,N-51,1,1
3189,N-53,1,1
3190,N-56,0,1
3191,N-57,0,0
3192,N-58,0,0
3193,N-6,0,0
3194,N-65,0,0
3195,N-66,0,0
3196,N-7,0,0
3197,N-72,0,0
3198,N-73,0,1
3199,N-88,1,1
3200,N-99,1,1
3201,O-12,0,0
3202,O-27,1,1
3203,O-28,1,1
3204,O-34,1,1
3205,O-41,1,1
3206,O-42,1,1
3207,O-46,1,1
3208,O-47,1,1
3209,O-48,1,1
3210,O-49,1,1
3211,O-51,1,1
3212,O-54,0,1
3213,O-57,0,0
3214,O-59,0,0
3215,O-62,0,0
3216,O-82,1,1
3217,O-85,1,1
3218,O-86,1,1
3219,O-95,1,1
3220,P-11,0,0
3221,P-24,0,1
3222,P-33,1,1
3223,P-38,1,1
3224,P-42,1,1
3225,P-45,1,1
3226,P-47,1,1
3227,P-55,0,1
3228,P-57,0,0
3229,P-59,0,0
3230,P-61,0,0
3231,P-71,0,0
3232,P-87,1,1
3233,P-90,1,1
3234,P-94,1,1
3235,P-96,1,1
3236,Q-19,0,0
3237,Q-20,0,0
3238,Q-3,0,0
3239,Q-35,1,1
3240,Q-41,1,1
3241,Q-42,1,1
3242,Q-45,1,1
3243,Q-49,1,1
3244,Q-53,0,1
3245,Q-59,0,0
3246,Q-63,0,0
3247,Q-65,0,0
3248,Q-74,0,1
3249,Q-78,1,1
3250,Q-79,1,1
3251,Q-81,1,1
3252,Q-85,1,1
3253,Q-86,1,1
3254,Q-91,1,1
3255,Q-93,1,1
3256,Q-94,1,1
3257,Q-97,1,1
3258,Q-98,1,1
3259,R-14,0,0
3260,R-23,0,1
3261,R-26,1,1
3262,R-28,1,1
3263,R-30,1,1
3264,R-31,1,1
3265,R-34,1,1
3266,R-40,1,1
3267,R-43,1,1
3268,R-44,1,1
3269,R-45,1,1
3270,R-48,1,1
3271,R-51,1,1
3272,R-70,0,0
3273,R-83,1,1
3274,R-88,1,1
3275,R-94,1,1
3276,R-98,1,1
3277,S-13,0,0
3278,S-16,0,0
3279,S-2,0,0
3280,S-30,1,1
3281,S-37,1,1
3282,S-47,1,1
3283,S-54,0,1
3284,S-61,0,0
3285,S-65,0,0
3286,S-79,1,1
3287,S-8,0,0
3288,S-83,1,1
3289,S-91,1,1
3290,T-16,0,0
3291,T-22,0,1
3292,T-28,1,1
3293,T-35,1,1
3294,T-36,1,1
3295,T-37,1,1
3296,T-38,1,1
3297,T-39,1,1
3298,T-42,1,1
3299,T-49,1,1
3300,T-53,0,1
3301,T-59,0,0
3302,T-62,0,0
3303,T-69,0,0
3304,T-72,0,0
3305,T-74,1,1
3306,T-75,1,1
3307,T-76,1,1
3308,T-82,1,1
3309,T-9,0,0
3310,T-90,1,1
3311,T-91,1,1
3312,T-93,1,1
3313,T-96,1,1
3314,T-99,1,1
3315,U-14,0,0
3316,U-16,0,0
3317,U-27,1,1
3318,U-29,1,1
3319,U-32,1,1
3320,U-4,0,0
3321,U-42,1,1
3322,U-43,1,1
3323,U-5,0,0
3324,U-52,0,1
3325,U-54,0,0
3326,U-55,0,0
3327,U-6,0,0
3328,U-62,0,0
3329,U-65,0,0
3330,U-67,0,0
3331,U-68,0,0
3332,U-69,0,0
3333,U-70,0,0
3334,U-73,0,1
3335,U-79,1,1
3336,U-8,0,0
3337,U-82,1,1
3338,U-86,1,1
3339,U-89,1,1
3340,U-90,1,1
3341,U-92,1,1
3342,U-97,1,1
3343,V-2,0,0
3344,V-24,1,0
3345,V-25,1,0
3346,V-29,1,0
3347,V-32,1,0
3348,V-38,1,0
3349,V-39,1,0
3350,V-43,1,0
3351,V-44,1,0
3352,V-48,1,0
3353,V-50,1,0
3354,V-60,0,0
3355,V-61,0,0
3356,V-62,0,0
3357,V-68,0,0
3358,V-70,0,0
3359,V-71,0,0
3360,V-73,0,1
3361,V-77,1,1
3362,V-89,1,1
3363,V-9,0,0
3364,V-95,1,1
3365,V-97,1,1
3366,W-12,0,0
3367,W-15,0,0
3368,W-18,0,1
3369,W-19,1,0
3370,W-26,1,0
3371,W-29,1,0
3372,W-3,0,1
3373,W-44,1,0
3374,W-45,1,0
3375,W-46,1,0
3376,W-47,1,0
3377,W-48,1,0
3378,W-51,0,0
3379,W-64,0,0
3380,W-74,0,1
3381,W-89,1,1
3382,W-9,0,1
3383,W-92,1,1
3384,W-97,1,1
3385,W-98,1,1
3386,X-13,0,1
3387,X-19,1,1
3388,X-30,1,0
3389,X-31,1,0
3390,X-32,1,0
3391,X-37,1,0
3392,X-43,1,0
3393,X-51,0,0
3394,X-55,0,0
3395,X-61,0,0
3396,X-66,0,0
3397,X-68,0,0
3398,X-69,0,0
3399,X-77,1,0
3400,X-8,0,1
3401,X-81,1,1
3402,X-84,1,1
3403,X-9,0,1
3404,X-90,1,1
3405,X-97,1,1
3406,Y-21,1,1
3407,Y-23,1,1
3408,Y-26,1,1
3409,Y-30,1,1
3410,Y-31,1,1
3411,Y-34,1,1
3412,Y-38,1,1
3413,Y-40,1,1
3414,Y-45,1,1
3415,Y-48,1,1
3416,Y-5,0,1
3417,Y-64,0,0
3418,Y-7,0,0
3419,Y-8,0,0
3420,Y-91,1,1
3421,Y-92,1,1
3422,Y-93,1,1
3423,Y-97,1,1
3424,Y-99,0,1
3425,Z-12,0,1
3426,Z-13,0,1
3427,Z-16,0,1
3428,Z-20,1,1
3429,Z-23,1,1
3430,Z-40,1,1
3431,Z-43,1,1
3432,Z-5,0,1
3433,Z-55,0,0
3434,Z-61,0,0
3435,Z-65,0,0
3436,Z-66,0,0
3437,Z-67,0,0
3438,Z-72,0,1
3439,Z-85,1,1
3440,Z-87,1,1
3441,Z-88,1,1
3442,Z-90,1,1
3443,Z-93,1,1
3444,Z-98,1,1
3445,AA-15,1,1
3446,AA-17,1,1
3447,AA-27,1,1
3448,AA-3,1,1
3449,AA-30,1,1
3450,AA-34,1,1
3451,AA-45,1,1
3452,AA-5,0,1
3453,AA-50,0,1
3454,AA-58,0,0
3455,AA-68,0,1
3456,AA-79,0,1
3457,AA-8,0,1
3458,AA-85,1,1
3459,AA-88,1,1
3460,AA-89,1,1
3461,AA-91,1,1
3462,AA-92,1,1
3463,AA-95,1,1
3464,AB-10,0,1
3465,AB-13,1,1
3466,AB-2,1,1
3467,AB-22,1,1
3468,AB-32,1,1
3469,AB-33,1,1
3470,AB-49,0,1
3471,AB-58,0,0
3472,AB-6,0,1
3473,AB-62,0,0
3474,AB-66,0,0
3475,AB-67,0,1
3476,AB-73,0,1
3477,AB-88,1,1
3478,AB-99,0,1
3479,AC-11,1,1
3480,AC-25,1,1
3481,AC-38,1,1
3482,AC-40,1,1
3483,AC-42,1,1
3484,AC-45,1,1
3485,AC-69,0,1
3486,AC-7,0,1
3487,AC-71,0,1
3488,AC-76,0,1
3489,AC-77,0,1
3490,AC-8,0,1
3491,AC-89,1,1
3492,AC-92,1,1
3493,AC-99,0,1
3494,AD-10,1,1
3495,AD-17,1,1
3496,AD-25,1,1
3497,AD-30,1,1
3498,AD-32,1,1
3499,AD-33,1,1
3500,AD-37,1,1
3501,AD-38,1,1
3502,AD-4,1,1
3503,AD-48,1,1
3504,AD-51,0,1
3505,AD-55,0,0
3506,AD-59,0,0
3507,AD-61,0,0
3508,AD-62,0,0
3509,AD-63,0,0
3510,AD-72,0,1
3511,AD-8,1,1
3512,AD-80,0,1
3513,AD-92,1,1
3514,AE-11,1,1
3515,AE-14,1,1
3516,AE-16,1,1
3517,AE-19,1,1
3518,AE-2,1,1
3519,AE-33,1,1
3520,AE-38,1,1
3521,AE-43,1,1
3522,AE-44,1,1
3523,AE-46,1,1
3524,AE-47,1,1
3525,AE-49,0,1
3526,AE-5,1,1
3527,AE-55,0,0
3528,AE-57,0,0
3529,AE-6,1,1
3530,AE-62,0,0
3531,AE-65,0,1
3532,AE-68,0,1
3533,AE-7,1,1
3534,AE-78,0,1
3535,AE-79,0,1
3536,AE-81,0,1
3537,AE-82,0,1
3538,AE-86,1,1
3539,AE-87,1,1
3540,AE-88,1,1
3541,AE-94,1,1
3542,AE-96,0,1
3543,AE-97,0,1
3544,AE-98,0,1
3545,AF-13,1,1
3546,AF-21,1,1
3547,AF-23,1,1
3548,AF-33,1,1
3549,AF-35,1,1
3550,AF-36,1,1
3551,AF-4,1,1
3552,AF-42,1,1
3553,AF-44,1,1
3554,AF-45,1,1
3555,AF-46,1,1
3556,AF-47,1,1
3557,AF-5,1,1
3558,AF-51,0,1
3559,AF-52,0,0
3560,AF-54,0,0
3561,AF-56,0,0
3562,AF-61,0,0
3563,AF-62,0,0
3564,AF-65,0,1
3565,AF-66,0,1
3566,AF-70,0,1
3567,AF-77,0,1
3568,AF-84,1,1
3569,AF-88,1,1
3570,AF-89,1,1
3571,AF-92,1,1
3572,AF-93,1,1
3573,AG-12,1,1
3574,AG-20,1,1
3575,AG-24,1,1
3576,AG-28,1,1
3577,AG-31,1,1
3578,AG-34,1,1
3579,AG-46,0,1
3580,AG-5,1,1
3581,AG-53,0,0
3582,AG-54,0,0
3583,AG-57,0,0
3584,AG-60,0,0
3585,AG-61,0,0
3586,AG-71,0,1
3587,AG-72,0,1
3588,AG-74,0,1
3589,AG-76,0,1
3590,AG-8,1,1
3591,AG-89,1,1
3592,AG-90,1,1
3593,AG-98,0,1
3594,AH-16,1,1
3595,AH-20,1,1
3596,AH-23,1,1
3597,AH-30,1,1
3598,AH-38,1,1
3599,AH-39,1,1
3600,AH-45,1,1
3601,AH-51,0,0
3602,AH-52,0,0
3603,AH-54,0,0
3604,AH-57,0,0
3605,AH-64,0,0
3606,AH-65,0,0
3607,AH-73,0,1
3608,AH-77,1,1
3609,AH-81,1,1
3610,AH-87,1,1
3611,AH-88,1,1
3612,AH-97,0,1
3613,AH-98,0,1
3614,AH-99,0,1
3615,AI-12,1,1
3616,AI-14,1,1
3617,AI-29,1,1
3618,AI-3,1,1
3619,AI-31,1,1
3620,AI-32,1,1
3621,AI-43,1,1
3622,AI-45,1,1
