,GRID_ID,Truth,Output
1238,DD-59,1,1
1239,DD-61,1,1
1240,DD-62,1,1
1241,DD-66,1,1
1242,DE-11,1,1
1243,DE-12,1,1
1244,DE-18,1,1
1245,DE-2,1,1
1246,DE-20,1,1
1247,DE-23,1,1
1248,DE-28,1,1
1249,DE-40,1,1
1250,DE-49,1,1
1251,DE-59,1,1
1252,DE-60,1,1
1253,DE-7,1,1
1254,DE-9,1,1
1255,DF-14,1,1
1256,DF-18,1,1
1257,DF-28,1,1
1258,DF-31,1,1
1259,DF-62,1,1
1260,DF-66,1,1
1261,DF-7,1,1
1262,DG-10,1,1
1263,DG-14,1,1
1264,DG-15,1,1
1265,DG-2,1,1
1266,DG-20,1,1
1267,DG-32,1,1
1268,DG-34,1,1
1269,DG-44,1,1
1270,DG-5,1,1
1271,DG-52,1,0
1272,DG-58,1,1
1273,DG-59,1,1
1274,DG-63,1,1
1275,DG-65,1,1
1276,E-10,0,0
1277,E-12,0,0
1278,E-14,0,0
1279,E-16,0,0
1280,E-22,0,0
1281,E-23,0,0
1282,E-24,0,0
1283,E-26,0,0
1284,E-27,0,1
1285,E-29,0,1
1286,E-4,0,0
1287,E-44,1,1
1288,E-45,1,1
1289,E-59,1,1
1290,E-62,1,1
1291,E-64,0,1
1292,E-66,0,0
1293,E-79,1,1
1294,E-81,1,1
1295,E-83,1,1
1296,E-85,1,1
1297,E-90,1,1
1298,E-99,1,1
1299,F-17,0,0
1300,F-19,0,0
1301,F-42,1,1
1302,F-60,0,1
1303,F-62,1,1
1304,F-68,0,0
1305,F-69,0,0
1306,F-7,0,0
1307,F-72,0,0
1308,F-79,1,1
1309,F-80,1,1
1310,F-82,1,1
1311,F-83,1,1
1312,F-85,1,1
1313,F-90,1,1
1314,F-91,1,1
1315,F-94,1,1
1316,F-97,1,1
1317,F-99,1,1
1318,G-10,0,0
1319,G-14,0,0
1320,G-15,0,0
1321,G-22,0,0
1322,G-25,0,0
1323,G-38,1,1
1324,G-39,1,1
1325,G-40,1,1
1326,G-43,1,1
1327,G-46,1,1
1328,G-47,1,1
1329,G-50,1,1
1330,G-56,1,1
1331,G-59,0,1
1332,G-6,0,0
1333,G-68,0,0
1334,G-76,1,1
1335,G-82,1,1
1336,G-83,1,1
1337,G-93,1,1
1338,G-95,1,1
1339,H-15,0,0
1340,H-44,1,1
1341,H-48,1,1
1342,H-61,0,1
1343,H-63,0,1
1344,H-66,0,0
1345,H-71,0,0
1346,H-74,0,0
1347,H-79,1,1
1348,H-81,1,1
1349,H-85,1,1
1350,H-88,1,1
1351,H-9,0,0
1352,H-91,1,1
1353,H-93,1,1
1354,I-10,0,0
1355,I-17,0,0
1356,I-18,0,0
1357,I-20,0,0
1358,I-29,0,1
1359,I-32,0,1
1360,I-33,1,1
1361,I-37,1,1
1362,I-39,1,1
1363,I-42,1,1
1364,I-46,1,1
1365,I-53,1,1
1366,I-54,1,1
1367,I-56,1,1
1368,I-67,0,0
1369,I-85,1,1
1370,I-86,1,1
1371,I-87,1,1
1372,I-9,0,0
1373,I-93,1,1
1374,I-98,1,1
1375,I-99,1,1
1376,J-11,0,0
1377,J-13,0,0
1378,J-25,0,0
1379,J-26,0,1
1380,J-3,0,0
1381,J-37,1,1
1382,J-38,1,1
1383,J-4,0,0
1384,J-41,1,1
1385,J-43,1,1
1386,J-46,1,1
1387,J-49,1,1
1388,J-5,0,0
1389,J-50,1,1
1390,J-54,1,1
1391,J-62,0,0
1392,J-65,0,0
1393,J-7,0,0
1394,J-8,0,0
1395,J-87,1,1
1396,J-88,1,1
1397,J-90,1,1
1398,J-95,1,1
1399,J-98,1,1
1400,K-2,0,0
1401,K-23,0,0
1402,K-27,0,1
1403,K-30,0,1
1404,K-33,1,1
1405,K-34,1,1
1406,K-45,1,1
1407,K-53,1,1
1408,K-56,0,1
1409,K-57,0,1
1410,K-59,0,0
1411,K-6,0,0
1412,K-62,0,0
1413,K-67,0,0
1414,K-70,0,0
1415,K-73,0,1
1416,K-76,1,1
1417,K-77,1,1
1418,K-8,0,0
1419,K-84,1,1
1420,K-85,1,1
1421,K-91,1,1
1422,K-97,1,1
1423,K-99,1,1
1424,L-11,0,0
1425,L-16,0,0
1426,L-39,1,1
1427,L-41,1,1
1428,L-5,0,0
1429,L-53,1,1
1430,L-55,0,1
1431,L-57,0,1
1432,L-63,0,0
1433,L-67,0,0
1434,L-78,1,1
1435,L-81,1,1
1436,L-86,1,1
1437,L-95,1,1
1438,L-97,1,1
1439,L-98,1,1
1440,M-11,0,0
1441,M-25,0,1
1442,M-26,0,1
1443,M-28,0,1
1444,M-34,1,1
1445,M-35,1,1
1446,M-50,1,1
1447,M-58,0,0
1448,M-66,0,0
1449,M-70,0,0
1450,M-76,1,1
1451,M-78,1,1
1452,M-79,1,1
1453,M-8,0,0
1454,M-80,1,1
1455,M-90,1,1
1456,M-92,1,1
1457,M-93,1,1
1458,N-15,0,0
1459,N-16,0,0
1460,N-23,0,1
1461,N-25,0,1
1462,N-3,0,0
1463,N-30,0,1
1464,N-33,1,1
1465,N-36,1,1
1466,N-38,1,1
1467,N-5,0,0
1468,N-59,0,0
1469,N-62,0,0
1470,N-70,0,0
1471,N-74,0,1
1472,N-8,0,0
1473,N-81,1,1
1474,N-83,1,1
1475,N-84,1,1
1476,N-94,1,1
1477,O-11,0,0
1478,O-2,0,0
1479,O-23,0,1
1480,O-31,1,1
1481,O-35,1,1
1482,O-36,1,1
1483,O-38,1,1
1484,O-39,1,1
1485,O-5,0,0
1486,O-50,1,1
1487,O-58,0,0
1488,O-64,0,0
1489,O-65,0,0
1490,O-73,0,1
1491,O-76,1,1
1492,O-80,1,1
1493,O-89,1,1
1494,O-94,1,1
1495,O-96,1,1
1496,P-16,0,0
1497,P-19,0,0
1498,P-23,0,1
1499,P-25,0,1
1500,P-26,1,1
1501,P-28,1,1
1502,P-30,1,1
1503,P-40,1,1
1504,P-41,1,1
1505,P-43,1,1
1506,P-44,1,1
1507,P-51,1,1
1508,P-53,1,1
1509,P-60,0,0
1510,P-66,0,0
1511,P-68,0,0
1512,P-7,0,0
1513,P-74,0,1
1514,P-75,0,1
1515,P-76,1,1
1516,P-77,1,1
1517,P-8,0,0
1518,P-81,1,1
1519,P-85,1,1
1520,P-89,1,1
1521,P-92,1,1
1522,P-97,1,1
1523,Q-17,0,0
1524,Q-25,1,1
1525,Q-27,1,1
1526,Q-29,1,1
1527,Q-37,1,1
1528,Q-38,1,1
1529,Q-39,1,1
1530,Q-50,1,1
1531,Q-52,1,1
1532,Q-56,0,0
1533,Q-58,0,0
1534,Q-66,0,0
1535,Q-67,0,0
1536,Q-68,0,0
1537,Q-89,1,1
1538,R-12,0,0
1539,R-17,0,0
1540,R-33,1,1
1541,R-35,1,1
1542,R-5,0,0
1543,R-57,0,0
1544,R-62,0,0
1545,R-64,0,0
1546,R-7,0,0
1547,R-72,0,0
1548,R-74,0,1
1549,R-85,1,1
1550,R-86,1,1
1551,R-96,1,1
1552,S-23,0,1
1553,S-26,1,1
1554,S-27,1,1
1555,S-3,0,0
1556,S-43,1,1
1557,S-46,1,1
1558,S-49,1,1
1559,S-53,0,1
1560,S-55,0,0
1561,S-76,1,1
1562,S-82,1,1
1563,S-89,1,1
1564,S-9,0,0
1565,S-92,1,1
1566,S-98,1,1
1567,T-11,0,0
1568,T-14,0,0
1569,T-19,0,0
1570,T-20,0,1
1571,T-21,0,1
1572,T-23,1,1
1573,T-26,1,1
1574,T-30,1,1
1575,T-32,1,1
1576,T-4,0,0
1577,T-45,1,1
1578,T-46,1,1
1579,T-47,1,1
1580,T-48,1,1
1581,T-5,0,0
1582,T-55,0,0
1583,T-57,0,0
1584,T-60,0,0
1585,T-61,0,0
1586,T-64,0,0
1587,T-67,0,0
1588,T-7,0,0
1589,T-71,0,0
1590,T-77,1,1
1591,T-8,0,0
1592,T-80,1,1
1593,T-87,1,1
1594,T-88,1,1
1595,T-89,1,1
1596,T-92,1,1
1597,T-94,1,1
1598,T-95,1,1
1599,U-15,0,0
1600,U-25,1,0
1601,U-33,1,1
1602,U-38,1,1
1603,U-45,1,1
1604,U-57,0,0
1605,U-58,0,0
1606,U-63,0,0
1607,U-66,0,0
1608,U-80,1,1
1609,U-83,1,1
1610,U-9,0,0
1611,U-91,1,1
1612,U-94,1,1
1613,U-98,1,1
1614,U-99,1,1
1615,V-10,0,0
1616,V-14,0,0
1617,V-15,0,0
1618,V-17,0,0
1619,V-21,1,0
1620,V-26,1,0
1621,V-27,1,0
1622,V-34,1,0
1623,V-36,1,0
1624,V-4,0,0
1625,V-41,1,0
1626,V-51,1,0
1627,V-56,0,0
1628,V-6,0,0
1629,V-64,0,0
1630,V-66,0,0
1631,V-67,0,0
1632,V-82,1,1
1633,V-83,1,1
1634,V-84,1,1
1635,V-86,1,1
1636,V-90,1,1
1637,V-93,1,1
1638,W-10,0,1
1639,W-16,0,0
1640,W-22,1,0
1641,W-25,1,0
1642,W-27,1,0
1643,W-30,1,0
1644,W-33,1,0
1645,W-41,1,0
1646,W-49,1,0
1647,W-54,0,0
1648,W-58,0,0
1649,W-61,0,0
1650,W-65,0,0
1651,W-7,0,1
1652,W-8,0,1
1653,W-80,1,1
1654,W-88,1,1
1655,W-91,1,1
1656,X-10,0,1
1657,X-14,0,1
1658,X-2,0,1
1659,X-24,1,1
1660,X-25,1,1
1661,X-3,0,1
1662,X-34,1,0
1663,X-35,1,0
1664,X-39,1,0
1665,X-4,0,1
1666,X-44,1,0
1667,X-47,1,0
1668,X-64,0,0
1669,X-65,0,0
1670,X-73,0,0
1671,X-76,0,0
1672,X-86,1,1
1673,X-88,1,1
1674,X-91,1,1
1675,X-92,1,1
1676,X-96,1,1
1677,X-99,1,1
1678,Y-12,0,1
1679,Y-13,0,1
1680,Y-18,1,1
1681,Y-22,1,1
1682,Y-27,1,1
1683,Y-3,0,1
1684,Y-39,1,1
1685,Y-4,0,1
1686,Y-42,1,1
1687,Y-43,1,1
1688,Y-60,0,0
1689,Y-63,0,0
1690,Y-66,0,0
1691,Y-68,0,0
1692,Y-75,0,1
1693,Y-76,0,1
1694,Y-78,1,1
1695,Y-85,1,1
1696,Y-94,1,1
1697,Y-95,1,1
1698,Y-96,1,1
1699,Y-98,1,1
1700,Z-11,0,1
1701,Z-17,1,1
1702,Z-18,1,1
1703,Z-19,1,1
1704,Z-2,0,1
1705,Z-25,1,1
1706,Z-28,1,1
1707,Z-33,1,1
1708,Z-37,1,1
1709,Z-42,1,1
1710,Z-45,1,1
1711,Z-47,1,1
1712,Z-50,0,1
1713,Z-54,0,0
1714,Z-56,0,0
1715,Z-58,0,0
1716,Z-62,0,0
1717,Z-69,0,1
1718,Z-7,0,1
1719,Z-73,0,1
1720,Z-79,0,1
1721,Z-86,1,1
1722,Z-94,1,1
1723,AA-12,0,1
1724,AA-22,1,1
1725,AA-35,1,1
1726,AA-4,0,1
1727,AA-41,1,1
1728,AA-42,1,1
1729,AA-6,0,1
1730,AA-69,0,1
1731,AA-72,0,1
1732,AA-75,0,1
1733,AA-76,0,1
1734,AA-82,0,1
1735,AA-86,1,1
1736,AA-87,1,1
1737,AA-9,0,1
1738,AA-93,1,1
1739,AA-97,1,1
1740,AB-11,0,1
1741,AB-19,1,1
1742,AB-23,1,1
1743,AB-24,1,1
1744,AB-28,1,1
1745,AB-3,1,1
1746,AB-31,1,1
1747,AB-35,1,1
1748,AB-40,1,1
1749,AB-41,1,1
1750,AB-42,1,1
1751,AB-46,1,1
1752,AB-5,1,1
1753,AB-50,0,1
1754,AB-56,0,0
1755,AB-57,0,0
1756,AB-64,0,0
1757,AB-71,0,1
1758,AB-72,0,1
1759,AB-77,0,1
1760,AB-78,0,1
1761,AB-96,1,1
1762,AC-12,1,1
1763,AC-13,1,1
1764,AC-18,1,1
1765,AC-21,1,1
1766,AC-22,1,1
1767,AC-28,1,1
1768,AC-30,1,1
1769,AC-33,1,1
1770,AC-36,1,1
1771,AC-47,1,1
1772,AC-48,0,1
1773,AC-51,0,0
1774,AC-52,0,0
1775,AC-54,0,0
1776,AC-58,0,0
1777,AC-6,1,1
1778,AC-62,0,0
1779,AC-66,0,1
1780,AC-67,0,1
1781,AC-78,0,1
1782,AC-83,0,1
1783,AC-84,0,1
1784,AC-85,1,1
1785,AC-86,1,1
1786,AC-87,1,1
1787,AC-95,1,1
1788,AC-96,1,1
1789,AC-98,0,1
1790,AD-19,1,1
1791,AD-20,1,1
1792,AD-27,1,1
1793,AD-28,1,1
1794,AD-31,1,1
1795,AD-36,1,1
1796,AD-41,1,1
1797,AD-47,1,1
1798,AD-5,1,1
1799,AD-52,0,0
1800,AD-53,0,0
1801,AD-56,0,0
1802,AD-58,0,0
1803,AD-64,0,0
1804,AD-66,0,1
1805,AD-70,0,1
1806,AD-74,0,1
1807,AD-83,0,1
1808,AD-85,1,1
1809,AD-91,1,1
1810,AD-93,1,1
1811,AD-94,1,1
1812,AE-13,1,1
1813,AE-15,1,1
1814,AE-17,1,1
1815,AE-22,1,1
1816,AE-28,1,1
1817,AE-3,1,1
1818,AE-37,1,1
1819,AE-45,1,1
1820,AE-50,0,1
1821,AE-59,0,0
1822,AE-61,0,0
1823,AE-64,0,0
1824,AE-67,0,1
1825,AE-71,0,1
1826,AE-73,0,1
1827,AE-74,0,1
1828,AE-75,0,1
1829,AE-76,0,1
1830,AE-8,1,1
1831,AE-84,1,1
1832,AE-90,1,1
1833,AE-92,1,1
1834,AF-11,1,1
1835,AF-14,1,1
1836,AF-18,1,1
1837,AF-24,1,1
1838,AF-32,1,1
1839,AF-40,1,1
1840,AF-41,1,1
1841,AF-55,0,0
1842,AF-57,0,0
1843,AF-64,0,0
1844,AF-72,0,1
1845,AF-73,0,1
1846,AF-80,0,1
1847,AF-83,1,1
1848,AF-99,0,1
1849,AG-14,1,1
1850,AG-18,1,1
1851,AG-19,1,1
1852,AG-2,1,1
1853,AG-23,1,1
1854,AG-36,1,1
1855,AG-39,1,1
1856,AG-59,0,0
1857,AG-62,0,0
1858,AG-64,0,0
1859,AG-85,1,1
1860,AG-91,1,1
1861,AG-97,0,1
1862,AH-2,1,1
1863,AH-28,1,1
1864,AH-3,1,1
1865,AH-36,1,1
1866,AH-41,1,1
1867,AH-49,0,1
1868,AH-55,0,0
1869,AH-58,0,0
1870,AH-62,0,0
1871,AH-63,0,0
1872,AH-67,0,1
1873,AH-69,0,1
1874,AH-71,0,1
1875,AH-85,1,1
1876,AH-89,1,1
1877,AH-9,1,1
1878,AH-92,1,1
1879,AH-94,0,1
1880,AH-95,0,1
1881,AI-13,1,1
1882,AI-20,1,1
1883,AI-23,1,1
1884,AI-28,1,1
1885,AI-33,1,1
1886,AI-35,1,1
1887,AI-39,1,1
1888,AI-47,0,1
1889,AI-49,0,0
1890,AI-56,0,0
1891,AI-60,0,0
1892,AI-67,0,1
1893,AI-75,0,1
1894,AI-81,1,1
1895,AI-92,0,1
1896,AI-98,0,1
1897,AJ-11,1,1
1898,AJ-13,1,1
1899,AJ-14,1,1
1900,AJ-15,1,1
1901,AJ-2,1,1
1902,AJ-20,1,1
1903,AJ-23,1,1
1904,AJ-29,1,1
1905,AJ-30,1,1
1906,AJ-33,1,1
1907,AJ-37,1,1
1908,AJ-39,1,1
1909,AJ-46,0,1
1910,AJ-47,0,1
1911,AJ-53,0,0
1912,AJ-55,0,0
1913,AJ-6,1,1
1914,AJ-61,0,0
1915,AJ-74,0,1
1916,AJ-75,0,1
1917,AJ-79,1,1
1918,AJ-82,1,1
1919,AJ-84,1,1
1920,AJ-89,1,1
1921,AJ-95,0,1
1922,AJ-96,0,1
1923,AJ-98,0,1
1924,AK-11,1,1
1925,AK-12,1,1
1926,AK-19,1,1
1927,AK-23,1,1
1928,AK-30,1,1
1929,AK-36,1,1
1930,AK-42,1,1
1931,AK-44,1,1
1932,AK-58,0,0
1933,AK-66,0,0
1934,AK-67,0,0
1935,AK-71,0,1
1936,AK-84,1,1
1937,AK-85,1,1
1938,AK-86,1,1
1939,AK-87,1,1
1940,AK-9,1,1
1941,AK-91,0,1
1942,AL-14,1,1
1943,AL-23,1,1
1944,AL-34,1,1
1945,AL-37,1,1
1946,AL-40,1,1
1947,AL-48,0,1
1948,AL-49,0,0
1949,AL-51,0,0
1950,AL-53,0,0
1951,AL-62,0,0
1952,AL-64,0,0
1953,AL-66,0,0
1954,AL-69,0,0
1955,AL-76,0,1
1956,AL-77,0,1
1957,AL-8,1,1
1958,AL-87,1,1
1959,AL-91,0,1
1960,AL-96,0,0
1961,AM-10,1,1
1962,AM-11,1,1
1963,AM-20,1,1
1964,AM-26,1,1
1965,AM-35,1,1
1966,AM-4,1,1
1967,AM-54,0,0
1968,AM-6,1,1
1969,AM-61,0,0
1970,AM-7,1,1
1971,AM-70,0,1
1972,AM-77,0,1
1973,AM-79,0,1
1974,AM-8,1,1
1975,AM-80,0,1
1976,AM-87,1,1
1977,AM-88,0,1
1978,AM-9,1,1
1979,AM-94,0,1
1980,AN-13,1,1
1981,AN-14,1,1
1982,AN-15,1,1
1983,AN-22,1,1
1984,AN-26,1,1
1985,AN-32,1,1
1986,AN-36,1,1
1987,AN-37,1,1
1988,AN-38,1,1
1989,AN-41,1,1
1990,AN-5,1,1
1991,AN-53,0,0
1992,AN-54,0,0
1993,AN-57,0,0
1994,AN-6,1,1
1995,AN-61,0,0
1996,AN-64,0,0
1997,AN-69,0,0
1998,AN-7,1,1
1999,AN-73,0,1
2000,AN-8,1,1
2001,AN-81,0,1
2002,AN-82,0,1
2003,AN-83,0,1
2004,AN-9,1,1
2005,AN-92,0,1
2006,AN-97,0,0
2007,AO-12,1,1
2008,AO-16,1,1
2009,AO-17,1,1
2010,AO-19,1,1
2011,AO-24,1,1
2012,AO-26,1,1
2013,AO-3,1,1
2014,AO-34,1,1
2015,AO-35,1,1
2016,AO-37,1,1
2017,AO-41,1,1
2018,AO-46,0,1
2019,AO-54,0,0
2020,AO-55,0,0
2021,AO-6,1,1
2022,AO-60,0,0
2023,AO-61,0,0
2024,AO-63,0,0
2025,AO-71,0,1
2026,AO-74,0,1
2027,AO-78,0,1
2028,AO-79,0,1
2029,AO-8,1,1
2030,AO-83,0,1
2031,AO-90,0,1
2032,AO-96,0,0
2033,AP-10,1,1
2034,AP-28,1,1
2035,AP-29,1,1
2036,AP-35,1,1
2037,AP-41,1,1
2038,AP-68,0,0
2039,AP-71,0,1
2040,AP-73,0,1
2041,AP-74,0,1
2042,AP-77,0,1
2043,AP-78,0,1
2044,AP-80,0,1
2045,AP-86,0,1
2046,AP-9,1,1
2047,AP-94,0,0
2048,AP-98,0,0
2049,AQ-10,1,1
2050,AQ-13,1,1
2051,AQ-30,1,1
2052,AQ-44,0,1
2053,AQ-45,0,1
2054,AQ-47,0,1
2055,AQ-52,0,0
2056,AQ-53,0,0
2057,AQ-58,0,0
2058,AQ-64,0,0
2059,AQ-69,0,0
2060,AQ-73,0,1
2061,AQ-74,0,1
2062,AQ-76,0,1
2063,AQ-79,0,1
2064,AQ-84,0,0
2065,AQ-90,0,0
2066,AQ-92,0,0
2067,AQ-98,0,0
2068,AQ-99,0,0
2069,AR-12,1,1
2070,AR-13,1,1
2071,AR-15,1,1
2072,AR-2,1,1
2073,AR-27,1,1
2074,AR-31,1,1
2075,AR-36,1,1
2076,AR-41,1,1
2077,AR-44,1,1
2078,AR-47,0,1
2079,AR-55,0,0
2080,AR-62,0,0
2081,AR-7,1,1
2082,AR-72,0,1
2083,AR-73,0,1
2084,AR-78,0,1
2085,AR-81,0,0
2086,AR-83,0,0
2087,AR-90,0,0
2088,AR-93,0,0
2089,AR-94,0,0
2090,AS-20,1,1
2091,AS-23,1,1
2092,AS-33,1,1
2093,AS-36,1,1
2094,AS-39,1,1
2095,AS-42,1,1
2096,AS-43,1,1
2097,AS-46,0,1
2098,AS-47,0,1
2099,AS-53,0,0
2100,AS-54,0,0
2101,AS-69,0,0
2102,AS-7,1,1
2103,AS-73,0,1
2104,AS-75,0,1
2105,AS-79,0,0
2106,AS-8,1,1
2107,AS-81,0,0
2108,AS-82,0,0
2109,AS-83,0,0
2110,AS-86,0,0
2111,AS-90,0,0
2112,AS-91,0,0
2113,AS-92,0,0
2114,AT-26,1,1
2115,AT-28,1,1
2116,AT-38,1,1
2117,AT-41,1,1
2118,AT-45,0,1
2119,AT-46,0,1
2120,AT-47,0,1
2121,AT-48,0,1
2122,AT-56,0,1
2123,AT-59,0,1
2124,AT-61,0,0
2125,AT-70,0,0
2126,AT-74,0,1
2127,AT-77,0,0
2128,AT-80,0,0
2129,AU-12,1,1
2130,AU-16,1,1
2131,AU-21,1,1
2132,AU-23,1,1
2133,AU-33,1,1
2134,AU-4,1,1
2135,AU-40,1,1
2136,AU-45,0,1
2137,AU-46,0,1
2138,AU-49,0,1
2139,AU-5,1,1
2140,AU-57,0,1
2141,AU-58,0,1
2142,AU-63,0,0
2143,AU-64,0,0
2144,AU-71,0,1
2145,AU-76,0,0
2146,AU-82,0,0
2147,AU-83,0,0
2148,AU-96,0,0
2149,AU-97,0,0
2150,AU-98,0,0
2151,AU-99,0,0
2152,AV-18,1,1
2153,AV-2,1,1
2154,AV-25,1,1
2155,AV-27,1,1
2156,AV-29,1,1
2157,AV-3,1,1
2158,AV-31,1,1
2159,AV-33,1,1
2160,AV-42,1,1
2161,AV-46,0,1
2162,AV-47,0,1
2163,AV-56,0,1
2164,AV-63,0,0
2165,AV-65,0,0
2166,AV-66,0,1
2167,AW-12,1,1
2168,AW-17,1,1
2169,AW-29,1,1
2170,AW-31,1,1
2171,AW-35,1,1
2172,AW-36,1,1
2173,AW-38,1,1
2174,AW-50,0,1
2175,AW-54,0,1
2176,AW-58,0,1
2177,AW-59,0,0
2178,AW-61,0,1
2179,AW-65,0,1
2180,AW-7,1,1
2181,AW-8,1,1
2182,AW-9,1,1
2183,AX-10,1,1
2184,AX-15,1,1
2185,AX-16,1,1
2186,AX-17,1,1
2187,AX-20,1,1
2188,AX-22,1,1
2189,AX-24,1,1
2190,AX-27,1,1
2191,AX-37,1,1
2192,AX-38,1,1
2193,AX-39,1,1
2194,AX-42,1,1
2195,AX-43,1,1
2196,AX-52,0,1
2197,AX-56,0,1
2198,AX-63,0,1
2199,AX-64,0,0
2200,AY-11,1,1
2201,AY-25,1,1
2202,AY-3,1,1
2203,AY-34,1,1
2204,AY-38,1,1
2205,AY-39,1,1
2206,AY-41,1,1
2207,AY-65,0,1
2208,AY-66,0,1
2209,AZ-10,1,1
2210,AZ-16,1,1
2211,AZ-19,1,1
2212,AZ-22,1,1
2213,AZ-25,1,1
2214,AZ-27,1,1
2215,AZ-30,1,1
2216,AZ-32,1,1
2217,AZ-42,1,1
2218,AZ-43,1,1
2219,AZ-45,1,1
2220,AZ-46,1,1
2221,AZ-56,1,1
2222,AZ-59,0,0
2223,AZ-60,0,0
2224,AZ-66,0,1
2225,B-36,1,1
2226,B-39,1,1
2227,B-41,1,1
2228,B-47,1,1
2229,B-49,1,1
2230,B-51,1,1
2231,B-54,1,1
2232,B-58,1,1
2233,B-64,1,1
2234,B-67,0,1
2235,B-72,0,0
2236,B-79,1,1
2237,B-83,1,1
2238,B-97,1,1
2239,BA-12,1,1
2240,BA-20,1,1
2241,BA-33,1,1
2242,BA-36,1,1
2243,BA-38,1,1
2244,BA-39,1,1
2245,BA-40,1,1
2246,BA-42,1,1
2247,BA-45,1,1
2248,BA-50,1,1
2249,BA-52,1,1
2250,BA-62,0,1
2251,BA-64,0,1
2252,BA-65,0,1
2253,BB-16,1,1
2254,BB-21,1,1
2255,BB-22,1,1
2256,BB-32,1,1
2257,BB-42,1,1
2258,BB-44,1,1
2259,BB-48,1,1
2260,BB-57,0,1
2261,BB-65,0,1
2262,BC-11,1,1
2263,BC-23,1,1
2264,BC-26,1,1
2265,BC-28,1,1
2266,BC-30,1,1
2267,BC-33,1,1
2268,BC-4,1,1
2269,BC-47,1,1
2270,BC-48,1,1
2271,BC-50,1,1
2272,BC-51,1,1
2273,BC-54,0,1
2274,BC-62,0,1
2275,BC-9,1,1
2276,BD-23,1,1
2277,BD-3,1,1
2278,BD-32,1,1
2279,BD-36,1,1
2280,BD-48,1,1
2281,BD-50,1,1
2282,BD-56,0,1
2283,BD-59,0,1
2284,BE-10,1,1
2285,BE-13,1,1
2286,BE-17,1,1
2287,BE-22,1,1
2288,BE-23,1,1
2289,BE-49,1,1
2290,BE-51,1,1
2291,BE-54,0,1
2292,BF-13,1,1
2293,BF-20,1,1
2294,BF-25,1,1
2295,BF-3,1,1
2296,BF-30,1,1
2297,BF-36,1,1
2298,BF-45,1,1
2299,BF-53,0,1
2300,BF-58,0,1
2301,BF-66,0,1
2302,BF-8,1,1
2303,BG-13,1,1
2304,BG-16,1,1
2305,BG-18,1,1
2306,BG-22,1,1
2307,BG-23,1,1
2308,BG-30,1,1
2309,BG-38,1,1
2310,BG-53,0,1
2311,BG-55,0,1
2312,BG-61,0,1
2313,BG-9,1,1
2314,BH-11,1,1
2315,BH-14,1,1
2316,BH-3,1,1
2317,BH-31,1,1
2318,BH-4,1,1
2319,BH-43,1,1
2320,BH-45,1,1
2321,BH-47,1,1
2322,BH-50,0,1
2323,BH-6,1,1
2324,BH-62,0,1
2325,BH-65,0,1
2326,BH-66,0,1
2327,BI-10,1,1
2328,BI-13,1,1
2329,BI-16,1,1
2330,BI-26,1,1
2331,BI-28,1,1
2332,BI-30,1,1
2333,BI-31,1,1
2334,BI-34,1,1
2335,BI-38,1,1
2336,BI-4,1,1
2337,BI-49,0,1
2338,BI-5,1,1
2339,BI-53,0,1
2340,BI-66,0,1
2341,BJ-15,1,1
2342,BJ-16,1,1
2343,BJ-19,1,1
2344,BJ-21,1,1
2345,BJ-23,1,1
2346,BJ-3,1,1
2347,BJ-36,1,1
2348,BJ-47,1,1
2349,BJ-52,0,1
2350,BJ-60,0,1
2351,BJ-66,0,1
2352,BK-11,1,1
2353,BK-19,1,1
2354,BK-23,1,1
2355,BK-3,1,1
2356,BK-35,1,1
2357,BK-36,1,1
2358,BK-41,1,1
2359,BK-43,1,1
2360,BK-53,0,0
2361,BK-56,0,1
2362,BK-57,0,1
2363,BK-58,0,1
2364,BK-65,0,1
2365,BL-11,1,1
2366,BL-12,1,1
2367,BL-20,1,1
2368,BL-22,1,1
2369,BL-26,1,1
2370,BL-33,1,1
2371,BL-35,1,1
2372,BL-37,1,1
2373,BL-38,1,1
2374,BL-4,1,1
2375,BL-41,1,1
2376,BL-43,1,1
2377,BL-45,1,1
2378,BL-48,0,1
2379,BL-53,0,0
2380,BL-8,1,1
2381,BM-12,1,1
2382,BM-13,1,1
2383,BM-22,1,1
2384,BM-3,1,1
2385,BM-45,0,1
2386,BM-58,0,1
2387,BM-8,1,1
2388,BN-10,1,1
2389,BN-18,1,1
2390,BN-20,1,1
2391,BN-25,1,1
2392,BN-27,1,1
2393,BN-30,1,1
2394,BN-35,1,1
2395,BN-36,1,1
2396,BN-39,1,1
2397,BN-43,1,1
2398,BN-50,0,1
2399,BN-57,0,0
2400,BN-60,0,1
2401,BN-65,0,1
2402,BN-66,0,1
2403,BO-23,1,1
2404,BO-27,1,1
2405,BO-31,1,1
2406,BO-33,1,1
2407,BO-35,1,1
2408,BO-41,1,1
2409,BO-5,1,1
2410,BO-54,0,0
2411,BO-59,0,1
2412,BO-61,0,1
2413,BP-16,1,1
2414,BP-17,1,1
2415,BP-20,1,1
2416,BP-27,1,1
2417,BP-29,1,1
2418,BP-30,1,1
2419,BP-37,1,1
2420,BP-39,1,1
2421,BP-55,0,0
2422,BP-62,0,1
2423,BP-64,0,1
2424,BP-66,0,1
2425,BQ-11,1,1
2426,BQ-13,1,1
2427,BQ-15,1,1
2428,BQ-22,1,1
2429,BQ-24,1,1
